Click to return to Instruction Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital ID,Year,Hospital,street address,City,Zip Code,Health Service Area,Hospital Planning Area,County,Ownership Type,Ownership Detail,Specialized Hospital Characteristics,,Hospital Classification,,,,Administrator,,,,Date Received,Contact Person,,,,Hospital Operator,Physical Plant Owner,Management Contracts,,,Facility Comments,Agency Comments Displayed on Facility Profiles,Data Certification,,,Community Health Needs Assessment
6031,2016,Presence Resurrection Medical Center,7435 West Talcott Avenue,Chicago,60631,6,A-01,Cook,Church-Related,,,,General Hospital,,,,Robert M. Dahl,President & CEO,773-792-5153,robert.dahl@presencehealth.org,3/20/17,Jon Borkan,Senior Financial Analyst,312-308-3935,jonathon.borkan@presencehealth.org,Presence Chicago Hospitals Network,Presence Chicago Hospitals Network,,,,,,Helen Lennertz,"System Manager, Performance Tracking",3/20/17,http://www.presencehealth.org/about-presence/community-reports
6015,2016,Presence Saint Elizabeth Hospital,1431 North Claremont,Chicago,60622,6,A-02,Cook,Church-Related,,,,General Hospital,,,,Martin Judd,Regional President & CEO,312-770-2115,mjudd@presencehealth.org,3/16/17,Jon Borkan,Senior Financial Analyst,312-308-3935,jonathon.borkan@presencehealth.org,Presence Chicago Hospitals Network,Presence Chicago Hospitals Network,Universal Health Services Inc.,Presence Life Connection,,,,Helen Lennertz,"System Manager, Performance Tracking",3/16/17,http://www.presencehealth.org/about-presence/community-reports
5991,2016,Presence Saint Francis Hospital,355 Ridge Avenue,Evanston,60202,7,A-08,Cook,Church-Related,,,,General Hospital,,,,"Sam Bagchi, MD",Interim President & CEO,312-308-3969,sam.bagchi@presencehealth.org,3/22/17,Jon Borkan,Senior Financial Analyst,312-308-3935,jonathon.borkan@presencehealth.org,Presence Chicago Hospitals Network,Presence Chicago Hospitals Network,,,ED Physicians,Dr. Bagchi became Interim President in November 2016. Roberta Luskin-Hawk was President and CEO prior to November.,,Helen Lennertz,"System Manager, Performance Tracking",3/17/17,http://www.presencehealth.org/about-presence/community-reports
5983,2016,Presence Saint Joseph Hospital - Chicago,2900 North Lake Shore Drive,Chicago,60657,6,A-01,Cook,Church-Related,,,,General Hospital,,,,Martin Judd,Interim President & CEO,312-770-2115,mjudd@presencehealth.org,3/22/17,Jon Borkan,Senior Financial Analyst,312-308-3935,jonathon.borkan@presencehealth.org,Presence Chicago Hospitals Network,Presence Chicago Hospitals Network,,,ED Physicians,Mr. Judd became Interim President in November 2016. Roberta Luskin-Hawk was President and CEO prior to November.,,Helen Lennertz,"System Manager, Peformance Tracking",3/17/17,http://www.presencehealth.org/about-presence/community-reports
4887,2016,Presence Saint Joseph Hospital - Elgin,77 North Airlite Street,Elgin,60123-4912,8,A-11,Kane,Church-Related,,,,General Hospital,,,,Mike Brown,CEO,847-888-5474,michael.brown@presencehealth.org,3/24/17,Joseph Ferrero,Senior Financial Analyst,312-308-3203,joseph.ferrero@presencehealth.org,Presence Central and Suburban Hospitals Network,Presence Central and Suburban Hospitals Network,,RehabCare,CEP,,,Helen Lennertz,System Manager Performance Tracking,3/24/17,http://presencehealth.org/about-presence/community-reports
4838,2016,Presence Saint Joseph Medical Center,333 North Madison Street,Joliet,60435,9,A-13,Will,Church-Related,,,,General Hospital,,,,Robert Erickson,CEO,815-773-7790,robert.erickson@presencehealth.org,3/24/17,Joseph Ferrero,Senior Financial Analyst,312-308-3203,joseph.ferrero@presencehealth.org,Presence Central and Suburban Hospitals Network,Presence Central and Suburban Hospitals Network,,Kindred Health,,,,Helen Lennertz,System Manager Performance Tracking,3/24/17,http://www.presencehealth.org/about-presence/community-reports
6007,2016,Presence Saint Mary Of Nazareth Hospital,2233 West Divison Street,Chicago,60622,6,A-02,Cook,Church-Related,,,,General Hospital,,,,Martin Judd,Regional President & CEO,312-770-2115,mjudd@presencehealth.org,3/16/17,Jon Borkan,Senior Financial Analyst,312-308-3975,jonathon.borkan@presencehealth.org,Presence Chicago Hospitals Network,Presence Chicago Hospitals Network,,,,,,Helen Lennertz,"System Manager, Performance Tracking",3/16/17,http://www.presencehealth.org/about-presence/community-reports
4879,2016,Presence St. Mary's Hospital,500 West Court Street,Kankakee,60901,9,A-14,Kankakee,Church-Related,,,,General Hospital,,,,Christopher Shride,CEO,815-773-7790,christopher.shride@presencehealth.org,3/24/17,Joseph Ferrero,Senior Financial Analyst,312-308-3203,joseph.ferrero@presencehealth.org,Presence Central and Suburban Hospitals Network,Presence Central and Suburban Hospitals Network,,Kindred Health,,,,Helen Lennertz,System Manager Performance Tracking,3/24/17,https://www.presencehealth.org/about-presence/community-reports
4853,2016,Presence United Samaritans Medical Center,812 North Logan Street,Danville,61832,4,D-03,Vermilion,Church-Related,,,,General Hospital,,,,Jared Rogers MD,CEO,217-337-2141,jared.rogers@presencehealth.org,3/24/17,Joseph Ferrero,Senior Financial Analyst,312-308-3203,joseph.ferrero@presencehealth.org,Presence Central and Suburban Hospitals Network,Presence Central and Suburban Hospitals Network,,"Rehabcare Group, Inc.",EmCare,,,Helen Lennertz,System Manager Performance Tracking,3/24/17,https://www.presencehealth.org/about-presence/community-report
1925,2016,Proctor Community Hospital,5409 N. Knoxville Avenue,Peoria,61614,2,C-01,Peoria,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Deborah R. Simon,CEO,309-672-5929,Debbie.Simon@unitypoint.org,3/25/17,Terry Waters,"VP, Regional Strategy & Development",309-672-4521,Terry.Waters@unitypoint.org,Proctor Community Hospital,Proctor Community Hospital,,,,,,Terry Waters,"VP, Strategy & Development",3/25/17,http://www.unitypoint.org/peoria/filesimages/about/TriCountyCHNA05_23_16.pdf
4549,2016,Provident Hospital of Cook County,500 East 51st Street,Chicago,60615,6,A-03,Cook,County,,,,General Hospital,,,,Doug Elwell,Deputy CEO,(312) 864-7198,delwell@cookcountyhhs.org,3/24/17,Douglas Elwell,Deputy CEO,(312) 864-7198,delwell@cookcountyhhs.org,John H. Stroger Hospital of Cook County,Cook County,,,,capital expenditure and net revenue numbers are for entire health system not only Provident. Managed care is grouped under 'Other Public'.,,Amanda Grasso,Director of Decision Support,3/24/17,
5199,2016,Red Bud Regional Hospital,325 Spring Street,Red Bud,62278,5,F-07,Randolph,For Profit Corporation,,Critical Access Hospital,,General Hospital,,,,Shane Watson,CEO,618-282-5107,Shane_Watson@quorumhealth.com,3/14/17,Meghan Markotay,Executive Assistant,618-282-5104,Meghan_Markotay@QuorumHealth.com,"Red Bud Illinois Hospital Company, LLC",Quorum Health Corporation,,,"Emergency Department Associates, P.C.",,,Meghan Markotay,Executive Assistant,3/14/17,
1958,2016,Rehabilitation Institute of Chicago,345 East Superior Street,Chicago,60611,6,A-01,Cook,Not for Profit Corporation (Not Church-Related),,,,,Rehabilitation Hospital,,,Peggy Kirk,"Chief Operating Officer & Sr. VP, Operations",312-238-3305,pkirk@ric.org,3/16/17,Nancy E. Paridy,"SVP, Chief Administrative Officer",312-238-6208,nparidy@ric.org,Rehabilitation Institute of Chicago,Rehabilitation Institute of Chicago,,,,"The report references 242 beds, 60 of which are under construction -- CON transitional.  CON Project No. 12-092 (February 5, 2013)",,Peggy Kirk,"Chief Operation Officer & Sr. VP, Operations",3/16/17,www.ric.org/services/chna
4788,2016,Richland Memorial Hospital,800 East Locust,Olney,62450-2598,5,F-03,Richland,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,David Allen,CEO,618-395-7340,dallen@richlandmemorial.com,3/17/17,Christina Bare,Director of Business Operations,618-395-7340,cbare@richlandmemorial.com,"Richland Memorial Hospital, Inc","Richland Memorial Hospital, Inc",,,,,,Christina Bare,Director of Business Operations,3/17/17,http://www.richlandmemorial.com/mediacommunications/community_health_needs_assessment
5124,2016,Riveredge Hospital,8311 West Roosevelt Road,Forest Park,60130-2500,7,A-06,Cook,For Profit Corporation,,,,,,,Psychiatric Hospital,Carey Carlock,CEO,(708)209-4182,Carey.Carlock@uhsinc.com,3/28/17,Mark Hennessy,Chief Financial Officer,(708)209-4156,Mark.Hennessy@uhsinc.com,"Riveredge Hospital,Inc","Riveredge Hospital,Inc",,,,Private Payment Net Revenue includes Denials on Page 16,,Carey Carlock,CEO,3/28/17,
2014,2016,Riverside Medical Center,350 North Wall Street,Kankakee,60901,9,A-14,Kankakee,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Phillip M. Kambic,President & CEO,815-935-7256,pkambic@rhc.net,3/16/17,Paula M. Jacobi,Senior Vice President & General Counsel,815-936-7362,pjacobi@rhc.net,Riverside Medical Center,Riverside Medical Center,Nexxus (Gerard) & Signet,Kindred Hospital Rehabilitation Services,,2016 conversion to EPIC from various legacy systems.,,Paula Jacobi,Senior Vice President & General Counsel,3/16/17,https://www.riversidehealthcare.org/county-community-health-assessment.html
5678,2016,RML Specialty Hospital,3435 West Van Buren Street,Chicago,60624,6,A-02,Cook,Other Not For Profit (specify below),,,Long-Term Acute Care Hospital (LTACH),,,,,James R. Prister,"President, Chief Operating Officer",630-286-4120,jprister@rmlsh.org,3/10/17,Kenneth Pawola,"Vice President, Chief Operating Officer",630-286-4458,kpawola@rmlsh.org,RML Health Providers Limited Partnership,Advocate Health and Hospital Corporation,,,,,,Kenneth Pawola,"Vice President, Chief Operating Officer",3/10/17,http://www.rmlspecialtyhospital.org/wp-content/uploads/2016/11/RML-Chicago_2016-CHNA-Report-w-Implementation-Plan_Final.pdf
4804,2016,RML Specialty Hospital,5601 South County Line Road,Hinsdale,60521,7,A-04,Cook,Other Not For Profit (specify below),,,Long-Term Acute Care Hospital (LTACH),,,,,James R. Prister,"President, Chief Operating Officer",630-286-4120,jprister@rmlsh.org,3/10/17,Kenneth Pawola,"Vice President, Chief Operating Officer",630-286-4458,kpawola@rmlsh.org,RML Health Providers Limited Partnership,Cook County,,,,,,Kenneth Pawola,"Vice President, Chief Operating Officer",3/10/17,http://www.rmlspecialtyhospital.org/wp-content/uploads/2016/11/RML-Hinsdale_2016-CHNA-Report-w-Implementation-Plan_Final.pdf
2022,2016,Rochelle Community Hospital,900 North 2nd Street,Rochelle,61068-0330,1,B-04,Ogle,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Mark Batty,Chief Executive Officer,815-562-2181,mbatty@rcha.net,3/16/17,David Schuetz,Chief Ancillary Officer,815-562-2181  Ext 1411,dschuetz@rcha.net,Rochelle Community Hospital Association,Rochelle Community Hospital Association,,Midwest Orthopaedic Institute,EmCare,"On page 13, Under Mammography Total Units would only take 3 digits.  The total should be 1231.",,David J. Schuetz,Chief Ancillary Officer,3/16/17,http://www.rochellehospital.com/about-us/community-health-needs-assessment/
2048,2016,Rockford Memorial Hospital,2400 North Rockton Avenue,Rockford,61103,1,B-01,Winnebago,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Sue Ripsch,Senior Vice President,815-971-7202,SRipsch@mhemail.org,3/16/17,Dena Hobbs,Senior Planner,815-971-6334,DHobbs@mhemail.org,Rockford Memorial Hospital,Rockford Memorial Hospital,,Health South,,"2016 IDPH Annual Hospital Questionnaire – Notes      1. Question 3, Part I requests the number of dedicated operating rooms by type of surgery. Our hospital has one dedicated daVinci robotic surgery which is used to perform both urological and gynecological surgery cases. We reported this dedicated room under the “Urology” section.    2. Question IV.f  requests the number of dedicated C-Section rooms, counted under the total operating rooms. While our hospital does not have dedicated C-Section rooms located within the operating room, we included these rooms only in question IV.f.    3. Question VII.2 requests the total catheterization procedures performed including all diagnostic, interventional and EP procedures for all age groups. It is noted that we have not included PV cases performed in our cath lab.    4. Question VIII.F requests the number of visits to Emergency and Trauma. Our hospital had 9,222 trauma patients, defined as ICD9 code 800-999.9.    5. Question XII.A-3 requests the number of mammography exams performed. It is noted that all mammography exams performed are done so under our physician group, Rockford Health Physicians.    6. Question XII.A-8 a. and b. requests the number of diagnostic and interventional angiography procedures performed. It is noted that, because angiography could be both a diagnostic as well as interventional procedure, we reported our angiography procedures under the interventional angiography category.",,Sue Ripsch,Senior Vice President,3/16/17,http://www.rockfordhealthsystem.org/about-us/community-benefit
2063,2016,Roseland Community Hospital,45 West 111th Street,Chicago,60628,6,A-03,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Tim Egan,CEO,773 995 3015,tegan@roselandhospital.org,3/17/17,Marlo Kemp,CFO,773 995 6502,mkemp@roselandhospital.org,Roseland Community Hospital,Roseland Community Hospital,,,ER Specialist,"We will submit completed financial information once we close our fiscal year at the end of March 31, 2017.",,Bob Vais,Reimbursement Specialist,3/17/17,
1750,2016,Rush Oak Park Hospital,520 South Maple Street,Oak Park,60304,7,A-06,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Bruce Elegant,President/CEO,(708) 660-6660,bruce_elegant@rush.edu,3/20/17,Elvylene L Yap,Director of Finance,(708) 660-2030,elvylene_l_yap@rush.edu,Rush University Medical Center,Rush University Medical Center,,,,,,Elvylene Yap,Director of Finance,3/20/17,https://www.roph.org/sites/default/files/Community%20health%20needs%20assessment%20729.pdf
1917,2016,Rush University Medical Center,1653 West Congress Parkway,Chicago,60612,6,A-02,Cook,Other Not For Profit (specify below),,,,,,,,Dr Larry J Goodman,CEO,312-942-5865,Larry_J_Goodman@rush.edu,3/16/17,Arth Patel,Strategy Manager,312-563-6576,arth_patel@rush.edu,Rush University Medical Center,Rush University Medical Center,,,,"Part II – Item 2.  Inpatient and Outpatient Net Revenues During Your Reported Fiscal Year By Payor    As has been done previouly, Rush has adjusted the Private Payment Net Revenue inpatient and outpatient figures for FY 2016 to more properly reflect the actual amounts received from this payor class which Rush internally classifies as Self Pay/Charity.  Because of Rush’s accounting practices, there is only a small amount of non-payment which is classified as contractual allowance for this group.  The remainder of the unpaid portion would have been reflected in Rush’s figures as full charges for Charity Care patients as part of net revenue.   This has been corrected by applying an average collection rate for that group of patients and we feel that the Net Revenue amounts shown in the 2016 Questionnaire presents a more accurate depiction of the payments realized from this payor class.",,Arth Patel,Strategy Manager,3/15/17,https://www.rush.edu/sites/default/files/community-benefits-report-2015.pdf
4671,2016,Rush-Copley Medical Center,2000 Ogden Avenue,Aurora,60504-4206,8,A-12,Kane,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Barry C. Finn,President & CEO,630-978-4977,Barry.Finn@rushcopley.com,3/17/17,Terese Raabe,"AVP, Planning & Business Development",630-978-4292,traabe@rushcopley.com,Rush-Copley Medical Center,Rush-Copley Medical Center,,,,"***Complete survey notes will be emailed to DPH.FacilitySurvey@illinois.gov as the notes exceed the allowed number of characters. Key notes are included below.   PART I Question II – Facility Ownership and Administration  • A./B. – The hospital is licensed under the name, “Copley Memorial Hospital”, however, the hospital is known to the community as “Rush-Copley Medical Center”.  Per conversation with Anu Meeka on 3/5/2012, the hospital should report the legal entity name as “Rush-Copley Medical Center” on this survey.  Question VIII – Emergency/Trauma Care  • D. – There are no operating rooms dedicated to trauma, but one operating room is always available for trauma.  • F. – The total number of patients admitted from the ED equals ED admits (5,427).  Trauma admits are a subset of the total ED admits (404 of 5,427 admits).  The hospital ED utilization does not include the Rush-Copley Emergency Center, Yorkville.   Question X – Patients Served during Calendar Year 2016 by Primary Payor   • The reported number of charity care patients is reflective of only those CY2016 patients who had qualified for charity care at the time the AHQ was completed and does not include additional CY2016 patients that will qualify for charity care after the survey is submitted.         PART II Question 3 – AMOUNT OF CHARITY CARE SERVICES PROVIDED DURING THE FISCAL YEAR  • The source for the amount of charity care provided to patients served during the fiscal year is the hospital’s community benefit report for the same time period.  Per conversation with Mike Mitchell (3/28/14), it is acceptable to report the amount of charity care provided from the community benefit report/990 tax return filing to allow for consistent reporting of this information.",,Barry C. Finn,President & CEO,3/17/17,https://www.rushcopley.com/about/community-health-needs-assessment-reports/
5637,2016,Saint Anthony Hospital,2875 West 19th Street,Chicago,60623,6,A-02,Cook,Church-Related,,,,General Hospital,,,,Guy Medaglia,President CEO,773 484-1000,gmedaglia@sahchicago.org,5/19/17,Jamie Mack,Vice President of Finance,773 484-4834,jmack@sahchicago.org,Saint Anthony Hospital,Saint Anthony Hospital Health Ministries,,,,,,Sherrie Spencer,Chief Nursing Officer,5/19/17,http://www.saintanthonyhospital.org/index.php/about-us/46-community-health-needs-assessment
2253,2016,Saint Anthony Medical Center,5666 East State Street,Rockford,61108,1,B-01,Winnebago,Church-Related,,,,General Hospital,,,,Paula Carynski,President and CEO,815-226-2161,paula.carynski@osfhealthcare.org,3/17/17,Dana Ostergard,Financial Analyst,815-395-2048,dana.ostergard@osfhealthcare.org,OSF HEALTHCARE,OSF HEALTHCARE,,,"CEP AMERICA - ILLINOIS, LLP",,,Dana Ostergard,Financial Analyst,3/16/17,https://www.osfhealthcare.org/about/community-health/
2089,2016,Salem Township Hospital,1201 Ricker Drive,Salem,62881-4263,5,F-04,Marion,Township,,Critical Access Hospital,,General Hospital,,,,John Kessler,President/CEO,(618) 740-0842,jkessler@sthcares.org,3/10/17,Teresa Stroud,CFO,(618) 740-1651,Tstroud@sthcares.org,Salem Township Hospital,Salem Townshipo,,Novacare (Select Medical),,,,Teresa L Stroud,CFO,3/10/17,
3392,2016,Sarah Bush Lincoln Health Center,1000 Health Center Drive,Mattoon,61938,4,D-05,Coles,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Bob O'Rourke,Chief Accounting Officer,217-258-2591,borourke@sblhs.org,3/17/17,Tamara D. Lentz,Financial Analyst,217-348-3400,tlentz@sblhs.org,Sarah Bush Lincoln Health Center,Sarah Bush Lincoln Health Center,,,,SBL had 20 CON Transitional Beds in CY2016 due to an open CON.,,Bob O'Rourke,Chief Accounting Officer,3/17/17,http:/mattoon.healthforecast.net
2105,2016,Sarah D. Culbertson Memorial Hospital,238 South Congress Street,Rushville,62681,3,E-01,Schuyler,Hospital District,,Critical Access Hospital,,General Hospital,,,,Lynn Stambaugh,CEO,217-322-5291,lstambaugh@sdcmh.org,3/16/17,LISA ADAMS,Executive Assistant,217-322-5256,ladams@sdcmh.org,SCHUYLER COUNTY HOSPITAL DISTRICT,SCHUYLER COUNTY HOSPITAL DISTRICT,,,AIMS,,,Lynn Stambaugh,CEO,3/16/17,
2147,2016,Schwab Rehabilitation Center,1401 South California Avenue,Chicago,60608,6,A-02,Cook,Not for Profit Corporation (Not Church-Related),,,,,Rehabilitation Hospital,,,Mary Gollinger,"Vice President, Operations",7735653014,mary.gollinger@sinai.org,4/11/17,Paul Berrini,"Director, Strategy",7732576441,paul.berrini@sinai.org,Schwab Rehabilitation Hospital,Sinai Health System,,,,,,Paul Berrini,"Director, Strategy",4/7/17,http://www.sinai.org/sites/default/files/Schwab%20CHNA_Final_0.pdf
3152,2016,Shriners Hospitals for Children - Chicago,2211 North Oak Park,Chicago,60707-3392,6,A-06,Cook,Not for Profit Corporation (Not Church-Related),,,,,,Children's Speciality Care Hospital,,Mark Niederpruem,Administrator,773-622-5445,mniederpruem@shrinenet.org,3/6/17,Philip Magid,Director of Fiscal Services,773-385-5416,pmagid@shrinenet.org,Shriners Hospitals for Children,Shriners Hospitals for Children,,,,,,Philip Magid,Director of Fiscal services,3/6/17,
5827,2016,Silver Cross Hospital,1900 Silver Cross Boulevard,New Lenox,60451,9,A-13,Will,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Paul Pawlak,President and CEO,815-300-1234,ppawlak@silvercross.org,3/16/17,Grace Carpio,Quality & BI Analyst,815-300-7393,gcarpio@silvercross.org,Silver Cross Hospital & Medical Center,Silver Cross Hospital & Medical Center,Synergy Behavioral Health Care,Rehabilitation Institute of Chicago,EM Strategies,,,Grace Carpio,Quality & BI Analyst,3/16/17,http://www.silvercross.org/images/stories/docs/FINALWill%20County%20CHNA%20Report2014-2017_optimized.pdf
5587,2016,Skokie Hospital,9600 Gross Point Road,Skokie,60076,7,A-08,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Gerald P. Gallagher,Chief Operating Officer,847-570-5151,jgallagher@northshore.org,3/22/17,Lisa Garcia,"Senior Director, Financial Planning & Analysis",847-570-5048,lgarcia2@northshore.org,NorthShore University HealthSystem,NorthShore University HealthSystem,,,,"The Community Health Needs Assessment for NorthShore University HealthSystem was prepared in December 2015 and covers all four hospitals within NorthShore University HealthSystem (Evanston Hospital, Glenbrook Hospital, Highland Park Hospital and Skokie Hospital). The link to this comprehensive system-wide Community Health Needs Assessment is provided on each hospital's Annual Hospital Questionnaire.",,Gerald P. Gallagher,Chief Operating Officer,3/17/17,http://www.northshore.org/community-events/community/community-health-needs-assessment/
3459,2016,SOUTH SHORE HOSPITAL CORPORATION,8012 SOUTH CRANDON AVE.,CHICAGO,60617,6,A-03,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,TIMOTHY A. CAVENEY,President/CEO,773-356-5000,tcaveney@sshcorp.org,3/13/17,MICHAEL SCHNEIDER,Chief Financial  Officer,773-356-5312,mschneider@sshcorp.org,SOUTH SHORE HOSPITAL CORPORATION,SOUTH SHORE HOSPITAL CORPORATION,HORIZON MENTAL HEALTH MANAGMENT,,EM CARE,,,MICHAEL  SCHNEIDER,CHIEF FINANCIAL OFFICER,3/13/17,
2220,2016,Sparta Community Hospital,818 East Broadway Street,Sparta,62286,5,F-07,Randolph,Hospital District,,Critical Access Hospital,,General Hospital,,,,Joann Emge,Chief Executive Officer,618-443-1337,emgej@spartahospital.com,3/16/17,Angela Oathout,Executive Assistant,618-443-1337,oathouta@spartahospital.com,Sparta Community Hospital District,Sparta Community Hospital DIstrict,,,Midwest Emergency Department Services,,,Angela Oathout,Executive Assistant,3/16/17,
4994,2016,St. Alexius Medical Center,1555  N. Barrington Road,Hoffman Estates,60169,7,A-07,Cook,Church-Related,,,,General Hospital,,,,Len Wilk,President & CEO,847-490-6901,leonard.wilk@amitahealth.org,4/18/17,Jim Yaniz,Director Decision Support/Budget,847-483-7960,James.Yaniz@AmitaHealth.org,St. Alexius Medical Center,Alexian Brothers Health System,,,,,,James Yaniz,Director Decision Support/Budget,4/18/17,www.AexianBrothersHealth.org/StAlexius
2279,2016,St. Anthony's Memorial Hospital,503 North Maple Street,Effingham,62401,5,F-02,Effingham,Church-Related,,,,General Hospital,,,,Theresa Rutherford,CEO,217-347-1494,Theresa.Rutherford@hshs.org,3/24/17,Rebecca Niebrugge,Manager - Accounting,217-347-1299,Rebecca.Niebrugge@hshs.org,St. Anthony's Memorial Hospital of the Hospital Si,St. Anthony's Memorial Hospital of the Hospital Si,,,,,,Bill Hawley,Director of Finance,3/24/17,https://www.stanthonyshospital.org/getattachment/Community-Connection/Community-Partnerships/SAE-CHNA-Report.pdf.aspx
2303,2016,St. Bernard Hospital,326 West 64th Street,Chicago,60621,6,A-03,Cook,Church-Related,,,,General Hospital,,,,Charles Holland,President/CEO,773-962-4100,cholland@stbh.org,3/20/17,Robert Springer,Director of Finance,773-962-4210,RSpringer@stbh.org,ST BERNARD HOSPITAL,ST BERNARD HOSPITAL,,,,,,James Porter,Chief Financial Officer,3/20/17,
2345,2016,St. Elizabeth's Hospital,211 South 3rd Street,Belleville,62220,11,F-01,St. Clair,Church-Related,,,,,,,,Peggy Sebastian,President & CEO,618-651-2531,Peggy.Sebastian@hshs.org,3/16/17,Mary Lou Tate,Director of Finance,618-234-2120 Ext 2755,marylou.tate@hshs.org,St. Elizabeth's Hospital,St. Elizabeth's Hospital,,"Professional Therapy Services, Inc.",,,,Mary Lou Tate,Director of Finance,3/16/17,https://www.steliz.org/Community-Connection/Community-Partnerships
2386,2016,St. Francis Hospital,1215  Franciscan Drive,Litchfield,62056,3,E-02,Montgomery,Church-Related,,Critical Access Hospital,,General Hospital,,,,Aaron Puchbauer,Interim President & CEO,217-324-8504,aaron.puchbauer@hshs.org,3/16/17,Marisa Murray,Director of Finance,217-324-8368,marisa.murray@hshs.org,ST FRANCIS HOSPITAL OF THE THIRD ORDER OF ST FRANC,HSHS ST FRANCIS HOSPITAL,,,Infinity Meds,,,Marisa Murray,Director of Finance,3/16/17,www.stfrancis-litchfield.org/Hospital-Information/About/Community-Health-Needs-Assessment
2451,2016,St. John's Hospital,800 East Carpenter,Springfield,62769,3,E-01,Sangamon,Not for Profit Corporation (Not Church-Related),,,,,,,,Dr Charles Lucore,President and CEO,217-544-6464,charles.lucore@hshs.org,3/23/17,Doreen Boehme,Director Decision Support,217-544-6464 x47078,Doreen.Boehme1@hshs.org,Hospital Sisters Health System,"Hospital Sisters Services, Inc.",,,,GI Volumes are reported at procedures not cases. GI Surgical Hours we estimated the surgical hours. United Shockwave services owns the 2 lithotripsy machines and we use this service for the 11 treatments. Looking into the negative net revenue but the total amount balances to FY 16 Income Statement,,Doreen Boehme,Director Decision Support,3/23/17,https://www.st-johns.org/www-sjs/media/PDFs/About%20Us/SJS_AR_2015_ComBenefit.pdf
2535,2016,St. Joseph Medical Center,2200 East Washington,Bloomington,61701,4,D-02,McLean,Church-Related,,,,General Hospital,,,,John Zell,Vice President - Chief Financial Officer,309-665-5770,john.r.zell@osfhealthcare.org,3/16/17,Jeff Piper,Senior Financial Analyst,309-665-4814,jeffrey.a.piper@osfhealthcare.org,OSF Healthcare System,OSF Healthcare System,,,,,,John Zell,Vice President - Chief Financial Officer,3/16/17,https://www.osfhealthcare.org/about/community-health/
4614,2016,St. Joseph Memorial Hospital,2 South Hospital Drive,Murphysboro,62966,5,F-07,Jackson,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,,,,,Sue Odle,Administrator,618-684-3156,susan.odle@sih.net,3/9/17,Cathy Blythe,"System Manager, Planning and Physician Recruitment",618-457-5200 x67963,cathy.blythe@sih.net,Southern Illinois Hospital Services,Southern Illinois Hospital Services,,Rehabilitation Institute of Chicago,,,,Cathy Blythe,"System Manager, Planning and Physician Recruitment",3/9/17,http://www.sih.net/documents/comm_benefits/chna/SIHCHNA2015-FINAL.pdf
2527,2016,St. Joseph's  Hospital,9515 Holy Cross Lane,Breese,62230,11,F-01,Clinton,Church-Related,,,,General Hospital,,,,Paulette Evans,President and CEO,618 526-5302,paulette.evans@hshs.org,3/17/17,John Jeffries,Director of Finance,618 526-5312,John.Jeffries@hshs.org,Hospital Sisters Health System,Hospital Sisters Health System,,,,,,John Jeffries,Director of Finance,3/17/17,
5892,2016,St. Joseph's  Hospital,12866 Troxler Ave,Highland,62249,11,F-01,Madison,Other Not For Profit (specify below),,Critical Access Hospital,,General Hospital,,,,John Ludwig,President and CEO,618-651-2530,john.ludwig@hshs.org,3/14/17,Adam Wessel,Accounting Manager,618-651-2526,adam.wessel@hshs.org,St Josephs Hospital of the Hospital Sisters of the,St Josephs Hospital of the Hospital Sisters of the,MEDS,,MEDS,,,Adam Wessel,Accounting Manager,3/14/17,http://www.stjosephshighland.org/getattachment/Community-Connection/Health-Needs-Assessment/SJH-CHNA-Report-and-Implementation-Plan-FY2015.pdf.aspx
2576,2016,St. Margaret's Hospital,600 East First Street,Spring Valley,61362-1512,2,C-02,Bureau,Church-Related,,,,General Hospital,,,,Timothy A Muntz,President and Chief Executive Officer,815.664.1633,tmuntz@aboutsmh.org,3/7/17,Donald N Troglio,Director of Accounting,815.664.1582,dtroglio@aboutsmh.org,SMP Health Systems,SMP Health Systems,,,,,,Timothy A. Muntz,President & Chief Executive Officer,3/6/17,http://www.aboutsmh.org/assessments/
2675,2016,St. Mary Medical Center,3333 North Seminary St,Galesburg,61401,2,C-03,Knox,Church-Related,,,,General Hospital,,,,Roxanna Crosser,President,309-344-3161 ext 1177,roxanna.crosser@osfhealthcare.org,4/3/17,Terri Conard,Senior Financial Analyst,309-344-3161 ext 1202,terri.conard@osfhealthcare.org,OSF Healthcare System,OSF Healthcare System,,,,,,Roxanna Crosser,President,3/17/17,https://www.osfhealthcare.org/about/community-health/
